Tipo,ID,Frase
Bloomberg,TIT001,"En 2023, la titulización TIT001 respaldada por Préstamos sindicados emitida por Cooperativa Lambda tuvo una mora media de 2.7%, un spread de 70 pb y una calificación CCC. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT002,"En 2022, la titulización TIT002 respaldada por Factoring emitida por Entidad Gamma tuvo una mora media de 1.88%, un spread de 166 pb y una calificación BBB. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT003,"En 2024, la titulización TIT003 respaldada por Hipotecas comerciales emitida por Financiera Omega tuvo una mora media de 3.0%, un spread de 87 pb y una calificación AA. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT004,"En 2024, la titulización TIT004 respaldada por Hipotecas residenciales emitida por Banco Delta tuvo una mora media de 2.33%, un spread de 138 pb y una calificación AAA. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT005,"En 2022, la titulización TIT005 respaldada por Factoring emitida por Banco Beta tuvo una mora media de 0.64%, un spread de 64 pb y una calificación A. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT006,"En 2023, la titulización TIT006 respaldada por Créditos agrícolas emitida por Banco Alfa tuvo una mora media de 0.64%, un spread de 100 pb y una calificación CCC. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT007,"En 2020, la titulización TIT007 respaldada por Factoring emitida por Banco Beta tuvo una mora media de 3.35%, un spread de 109 pb y una calificación AA. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT008,"En 2020, la titulización TIT008 respaldada por Hipotecas comerciales emitida por Banco Epsilon tuvo una mora media de 1.19%, un spread de 141 pb y una calificación CCC. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT009,"En 2024, la titulización TIT009 respaldada por Créditos agrícolas emitida por Cooperativa Lambda tuvo una mora media de 1.02%, un spread de 130 pb y una calificación BBB. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT010,"En 2023, la titulización TIT010 respaldada por Hipotecas comerciales emitida por Banco Zeta tuvo una mora media de 2.06%, un spread de 155 pb y una calificación BBB. La estructura de tramos fue: Equity."
Bloomberg,TIT011,"En 2024, la titulización TIT011 respaldada por Factoring emitida por Banco Beta tuvo una mora media de 2.83%, un spread de 63 pb y una calificación CC. La estructura de tramos fue: Equity."
Bloomberg,TIT012,"En 2023, la titulización TIT012 respaldada por Hipotecas residenciales emitida por Banco Zeta tuvo una mora media de 1.48%, un spread de 131 pb y una calificación BB. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT013,"En 2020, la titulización TIT013 respaldada por Leasing vehículos emitida por Banco Delta tuvo una mora media de 2.13%, un spread de 90 pb y una calificación AAA. La estructura de tramos fue: Senior."
Bloomberg,TIT014,"En 2020, la titulización TIT014 respaldada por Créditos agrícolas emitida por Banco Alfa tuvo una mora media de 1.1%, un spread de 112 pb y una calificación A. La estructura de tramos fue: Senior."
Bloomberg,TIT015,"En 2022, la titulización TIT015 respaldada por Préstamos personales emitida por Banco Alfa tuvo una mora media de 2.32%, un spread de 90 pb y una calificación CCC. La estructura de tramos fue: Senior."
Bloomberg,TIT016,"En 2023, la titulización TIT016 respaldada por Hipotecas comerciales emitida por Banco Alfa tuvo una mora media de 0.69%, un spread de 111 pb y una calificación CC. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT017,"En 2022, la titulización TIT017 respaldada por Leasing vehículos emitida por Financiera Omega tuvo una mora media de 1.32%, un spread de 84 pb y una calificación AAA. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT018,"En 2024, la titulización TIT018 respaldada por Factoring emitida por Banco Zeta tuvo una mora media de 3.05%, un spread de 54 pb y una calificación CCC. La estructura de tramos fue: Equity."
Bloomberg,TIT019,"En 2022, la titulización TIT019 respaldada por Hipotecas residenciales emitida por Cooperativa Lambda tuvo una mora media de 1.78%, un spread de 91 pb y una calificación A. La estructura de tramos fue: Senior."
Bloomberg,TIT020,"En 2023, la titulización TIT020 respaldada por Préstamos sindicados emitida por Financiera Omega tuvo una mora media de 2.59%, un spread de 192 pb y una calificación BBB. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT021,"En 2022, la titulización TIT021 respaldada por Préstamos personales emitida por Banco Zeta tuvo una mora media de 3.14%, un spread de 94 pb y una calificación C. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT022,"En 2023, la titulización TIT022 respaldada por Leasing vehículos emitida por Banco Delta tuvo una mora media de 1.06%, un spread de 79 pb y una calificación CCC. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT023,"En 2020, la titulización TIT023 respaldada por Factoring emitida por Banco Zeta tuvo una mora media de 0.83%, un spread de 170 pb y una calificación C. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT024,"En 2024, la titulización TIT024 respaldada por Hipotecas residenciales emitida por Entidad Gamma tuvo una mora media de 0.52%, un spread de 186 pb y una calificación BB. La estructura de tramos fue: Senior."
Bloomberg,TIT025,"En 2022, la titulización TIT025 respaldada por Hipotecas comerciales emitida por Banco Delta tuvo una mora media de 1.23%, un spread de 108 pb y una calificación B. La estructura de tramos fue: Senior."
Bloomberg,TIT026,"En 2023, la titulización TIT026 respaldada por Hipotecas residenciales emitida por Banco Zeta tuvo una mora media de 3.42%, un spread de 101 pb y una calificación CCC. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT027,"En 2022, la titulización TIT027 respaldada por Hipotecas residenciales emitida por Banco Epsilon tuvo una mora media de 1.35%, un spread de 130 pb y una calificación AAA. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT028,"En 2021, la titulización TIT028 respaldada por Leasing vehículos emitida por Banco Zeta tuvo una mora media de 0.6%, un spread de 178 pb y una calificación A. La estructura de tramos fue: Equity."
Bloomberg,TIT029,"En 2021, la titulización TIT029 respaldada por Préstamos sindicados emitida por Banco Delta tuvo una mora media de 1.84%, un spread de 117 pb y una calificación CCC. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT030,"En 2022, la titulización TIT030 respaldada por Hipotecas residenciales emitida por Cooperativa Lambda tuvo una mora media de 2.91%, un spread de 118 pb y una calificación BBB. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT031,"En 2022, la titulización TIT031 respaldada por Factoring emitida por Financiera Omega tuvo una mora media de 2.9%, un spread de 173 pb y una calificación B. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT032,"En 2022, la titulización TIT032 respaldada por Leasing vehículos emitida por Banco Delta tuvo una mora media de 2.53%, un spread de 196 pb y una calificación A. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT033,"En 2023, la titulización TIT033 respaldada por Créditos agrícolas emitida por Cooperativa Lambda tuvo una mora media de 1.02%, un spread de 177 pb y una calificación CCC. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT034,"En 2020, la titulización TIT034 respaldada por Préstamos personales emitida por Banco Delta tuvo una mora media de 2.71%, un spread de 91 pb y una calificación A. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT035,"En 2021, la titulización TIT035 respaldada por Créditos agrícolas emitida por Banco Alfa tuvo una mora media de 2.05%, un spread de 162 pb y una calificación AA. La estructura de tramos fue: Senior."
Bloomberg,TIT036,"En 2023, la titulización TIT036 respaldada por Préstamos sindicados emitida por Banco Epsilon tuvo una mora media de 3.15%, un spread de 58 pb y una calificación C. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT037,"En 2022, la titulización TIT037 respaldada por Créditos agrícolas emitida por Financiera Omega tuvo una mora media de 3.19%, un spread de 103 pb y una calificación CC. La estructura de tramos fue: Senior."
Bloomberg,TIT038,"En 2023, la titulización TIT038 respaldada por Préstamos personales emitida por Banco Alfa tuvo una mora media de 0.98%, un spread de 153 pb y una calificación BBB. La estructura de tramos fue: Equity."
Bloomberg,TIT039,"En 2022, la titulización TIT039 respaldada por Créditos agrícolas emitida por Banco Zeta tuvo una mora media de 3.32%, un spread de 142 pb y una calificación AA. La estructura de tramos fue: Equity."
Bloomberg,TIT040,"En 2021, la titulización TIT040 respaldada por Hipotecas comerciales emitida por Banco Zeta tuvo una mora media de 1.85%, un spread de 117 pb y una calificación AAA. La estructura de tramos fue: Equity."
Bloomberg,TIT041,"En 2024, la titulización TIT041 respaldada por Créditos agrícolas emitida por Banco Delta tuvo una mora media de 1.6%, un spread de 185 pb y una calificación CCC. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT042,"En 2020, la titulización TIT042 respaldada por Créditos agrícolas emitida por Banco Alfa tuvo una mora media de 2.13%, un spread de 164 pb y una calificación B. La estructura de tramos fue: Equity."
Bloomberg,TIT043,"En 2024, la titulización TIT043 respaldada por Préstamos personales emitida por Banco Zeta tuvo una mora media de 3.22%, un spread de 76 pb y una calificación AA. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT044,"En 2020, la titulización TIT044 respaldada por Leasing vehículos emitida por Cooperativa Lambda tuvo una mora media de 1.98%, un spread de 110 pb y una calificación A. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT045,"En 2022, la titulización TIT045 respaldada por Créditos agrícolas emitida por Banco Alfa tuvo una mora media de 0.63%, un spread de 95 pb y una calificación BB. La estructura de tramos fue: Equity."
Bloomberg,TIT046,"En 2022, la titulización TIT046 respaldada por Leasing vehículos emitida por Banco Alfa tuvo una mora media de 3.36%, un spread de 142 pb y una calificación AAA. La estructura de tramos fue: Equity."
Bloomberg,TIT047,"En 2024, la titulización TIT047 respaldada por Factoring emitida por Entidad Gamma tuvo una mora media de 3.44%, un spread de 165 pb y una calificación BB. La estructura de tramos fue: Senior."
Bloomberg,TIT048,"En 2022, la titulización TIT048 respaldada por Créditos agrícolas emitida por Banco Beta tuvo una mora media de 2.17%, un spread de 103 pb y una calificación A. La estructura de tramos fue: Equity."
Bloomberg,TIT049,"En 2021, la titulización TIT049 respaldada por Créditos agrícolas emitida por Cooperativa Lambda tuvo una mora media de 3.47%, un spread de 176 pb y una calificación AA. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT050,"En 2020, la titulización TIT050 respaldada por Créditos agrícolas emitida por Banco Alfa tuvo una mora media de 0.91%, un spread de 88 pb y una calificación CCC. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT051,"En 2022, la titulización TIT051 respaldada por Hipotecas comerciales emitida por Banco Alfa tuvo una mora media de 2.33%, un spread de 109 pb y una calificación CCC. La estructura de tramos fue: Senior."
Bloomberg,TIT052,"En 2023, la titulización TIT052 respaldada por Préstamos sindicados emitida por Banco Delta tuvo una mora media de 2.45%, un spread de 193 pb y una calificación A. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT053,"En 2021, la titulización TIT053 respaldada por Hipotecas comerciales emitida por Financiera Omega tuvo una mora media de 2.23%, un spread de 135 pb y una calificación A. La estructura de tramos fue: Senior."
Bloomberg,TIT054,"En 2021, la titulización TIT054 respaldada por Factoring emitida por Banco Zeta tuvo una mora media de 1.36%, un spread de 107 pb y una calificación B. La estructura de tramos fue: Senior."
Bloomberg,TIT055,"En 2023, la titulización TIT055 respaldada por Hipotecas comerciales emitida por Banco Zeta tuvo una mora media de 1.41%, un spread de 150 pb y una calificación AAA. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT056,"En 2023, la titulización TIT056 respaldada por Leasing vehículos emitida por Banco Delta tuvo una mora media de 2.37%, un spread de 55 pb y una calificación BBB. La estructura de tramos fue: Equity."
Bloomberg,TIT057,"En 2022, la titulización TIT057 respaldada por Factoring emitida por Financiera Omega tuvo una mora media de 2.68%, un spread de 62 pb y una calificación AA. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT058,"En 2021, la titulización TIT058 respaldada por Tarjetas de crédito emitida por Entidad Gamma tuvo una mora media de 2.89%, un spread de 112 pb y una calificación A. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT059,"En 2021, la titulización TIT059 respaldada por Factoring emitida por Banco Beta tuvo una mora media de 0.58%, un spread de 166 pb y una calificación CCC. La estructura de tramos fue: Senior."
Bloomberg,TIT060,"En 2023, la titulización TIT060 respaldada por Préstamos sindicados emitida por Banco Alfa tuvo una mora media de 1.02%, un spread de 50 pb y una calificación AA. La estructura de tramos fue: Equity."
Bloomberg,TIT061,"En 2020, la titulización TIT061 respaldada por Créditos agrícolas emitida por Banco Epsilon tuvo una mora media de 1.34%, un spread de 65 pb y una calificación CCC. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT062,"En 2024, la titulización TIT062 respaldada por Factoring emitida por Entidad Gamma tuvo una mora media de 1.24%, un spread de 193 pb y una calificación A. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT063,"En 2020, la titulización TIT063 respaldada por Préstamos sindicados emitida por Banco Zeta tuvo una mora media de 0.78%, un spread de 96 pb y una calificación AAA. La estructura de tramos fue: Equity."
Bloomberg,TIT064,"En 2023, la titulización TIT064 respaldada por Préstamos sindicados emitida por Banco Delta tuvo una mora media de 0.55%, un spread de 134 pb y una calificación CCC. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT065,"En 2020, la titulización TIT065 respaldada por Tarjetas de crédito emitida por Banco Zeta tuvo una mora media de 2.45%, un spread de 59 pb y una calificación B. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT066,"En 2023, la titulización TIT066 respaldada por Hipotecas comerciales emitida por Banco Delta tuvo una mora media de 1.62%, un spread de 196 pb y una calificación AAA. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT067,"En 2024, la titulización TIT067 respaldada por Leasing vehículos emitida por Financiera Omega tuvo una mora media de 0.71%, un spread de 51 pb y una calificación AAA. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT068,"En 2022, la titulización TIT068 respaldada por Leasing vehículos emitida por Financiera Omega tuvo una mora media de 2.53%, un spread de 173 pb y una calificación AAA. La estructura de tramos fue: Senior."
Bloomberg,TIT069,"En 2024, la titulización TIT069 respaldada por Préstamos personales emitida por Entidad Gamma tuvo una mora media de 3.32%, un spread de 116 pb y una calificación AAA. La estructura de tramos fue: Senior."
Bloomberg,TIT070,"En 2021, la titulización TIT070 respaldada por Préstamos personales emitida por Banco Delta tuvo una mora media de 1.32%, un spread de 61 pb y una calificación AA. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT071,"En 2022, la titulización TIT071 respaldada por Hipotecas comerciales emitida por Entidad Gamma tuvo una mora media de 1.51%, un spread de 139 pb y una calificación CC. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT072,"En 2021, la titulización TIT072 respaldada por Hipotecas comerciales emitida por Banco Beta tuvo una mora media de 1.52%, un spread de 164 pb y una calificación C. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT073,"En 2021, la titulización TIT073 respaldada por Préstamos sindicados emitida por Banco Beta tuvo una mora media de 2.39%, un spread de 169 pb y una calificación BBB. La estructura de tramos fue: Senior."
Bloomberg,TIT074,"En 2024, la titulización TIT074 respaldada por Préstamos sindicados emitida por Banco Alfa tuvo una mora media de 2.14%, un spread de 150 pb y una calificación C. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT075,"En 2020, la titulización TIT075 respaldada por Préstamos personales emitida por Financiera Omega tuvo una mora media de 0.88%, un spread de 145 pb y una calificación CC. La estructura de tramos fue: Equity."
Bloomberg,TIT076,"En 2024, la titulización TIT076 respaldada por Leasing vehículos emitida por Banco Alfa tuvo una mora media de 2.54%, un spread de 72 pb y una calificación C. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT077,"En 2020, la titulización TIT077 respaldada por Tarjetas de crédito emitida por Banco Alfa tuvo una mora media de 2.1%, un spread de 133 pb y una calificación C. La estructura de tramos fue: Equity."
Bloomberg,TIT078,"En 2024, la titulización TIT078 respaldada por Préstamos personales emitida por Entidad Gamma tuvo una mora media de 1.67%, un spread de 189 pb y una calificación C. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT079,"En 2023, la titulización TIT079 respaldada por Hipotecas residenciales emitida por Cooperativa Lambda tuvo una mora media de 3.37%, un spread de 177 pb y una calificación BBB. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT080,"En 2021, la titulización TIT080 respaldada por Factoring emitida por Financiera Omega tuvo una mora media de 1.85%, un spread de 148 pb y una calificación C. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT081,"En 2022, la titulización TIT081 respaldada por Préstamos sindicados emitida por Banco Delta tuvo una mora media de 3.34%, un spread de 193 pb y una calificación C. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT082,"En 2024, la titulización TIT082 respaldada por Hipotecas comerciales emitida por Banco Beta tuvo una mora media de 0.67%, un spread de 171 pb y una calificación BB. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT083,"En 2024, la titulización TIT083 respaldada por Préstamos personales emitida por Entidad Gamma tuvo una mora media de 0.85%, un spread de 125 pb y una calificación C. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT084,"En 2021, la titulización TIT084 respaldada por Leasing vehículos emitida por Banco Alfa tuvo una mora media de 0.8%, un spread de 56 pb y una calificación CC. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT085,"En 2020, la titulización TIT085 respaldada por Hipotecas comerciales emitida por Entidad Gamma tuvo una mora media de 2.62%, un spread de 54 pb y una calificación BB. La estructura de tramos fue: Equity."
Bloomberg,TIT086,"En 2022, la titulización TIT086 respaldada por Créditos agrícolas emitida por Financiera Omega tuvo una mora media de 3.09%, un spread de 135 pb y una calificación BBB. La estructura de tramos fue: Senior."
Bloomberg,TIT087,"En 2020, la titulización TIT087 respaldada por Préstamos sindicados emitida por Banco Delta tuvo una mora media de 1.55%, un spread de 68 pb y una calificación B. La estructura de tramos fue: Senior/Mezzanine/Equity."
Bloomberg,TIT088,"En 2021, la titulización TIT088 respaldada por Hipotecas comerciales emitida por Entidad Gamma tuvo una mora media de 0.83%, un spread de 190 pb y una calificación AA. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT089,"En 2021, la titulización TIT089 respaldada por Leasing vehículos emitida por Banco Delta tuvo una mora media de 2.8%, un spread de 176 pb y una calificación C. La estructura de tramos fue: Senior."
Bloomberg,TIT090,"En 2022, la titulización TIT090 respaldada por Préstamos sindicados emitida por Banco Delta tuvo una mora media de 3.39%, un spread de 162 pb y una calificación C. La estructura de tramos fue: Senior."
Bloomberg,TIT091,"En 2024, la titulización TIT091 respaldada por Tarjetas de crédito emitida por Banco Beta tuvo una mora media de 0.54%, un spread de 110 pb y una calificación BB. La estructura de tramos fue: Equity."
Bloomberg,TIT092,"En 2024, la titulización TIT092 respaldada por Préstamos personales emitida por Banco Delta tuvo una mora media de 0.72%, un spread de 196 pb y una calificación BBB. La estructura de tramos fue: Senior."
Bloomberg,TIT093,"En 2021, la titulización TIT093 respaldada por Factoring emitida por Banco Alfa tuvo una mora media de 1.15%, un spread de 192 pb y una calificación AAA. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT094,"En 2022, la titulización TIT094 respaldada por Créditos agrícolas emitida por Cooperativa Lambda tuvo una mora media de 0.64%, un spread de 61 pb y una calificación CC. La estructura de tramos fue: Equity."
Bloomberg,TIT095,"En 2023, la titulización TIT095 respaldada por Créditos agrícolas emitida por Banco Delta tuvo una mora media de 1.51%, un spread de 171 pb y una calificación BBB. La estructura de tramos fue: Senior/Mezzanine."
Bloomberg,TIT096,"En 2021, la titulización TIT096 respaldada por Leasing vehículos emitida por Banco Beta tuvo una mora media de 1.3%, un spread de 150 pb y una calificación C. La estructura de tramos fue: Senior/Equity."
Bloomberg,TIT097,"En 2022, la titulización TIT097 respaldada por Tarjetas de crédito emitida por Cooperativa Lambda tuvo una mora media de 2.11%, un spread de 190 pb y una calificación A. La estructura de tramos fue: Mezzanine."
Bloomberg,TIT098,"En 2021, la titulización TIT098 respaldada por Préstamos personales emitida por Financiera Omega tuvo una mora media de 2.24%, un spread de 59 pb y una calificación CC. La estructura de tramos fue: Equity."
Bloomberg,TIT099,"En 2021, la titulización TIT099 respaldada por Préstamos personales emitida por Banco Epsilon tuvo una mora media de 0.99%, un spread de 82 pb y una calificación B. La estructura de tramos fue: Senior."
Bloomberg,TIT100,"En 2021, la titulización TIT100 respaldada por Créditos agrícolas emitida por Cooperativa Lambda tuvo una mora media de 0.95%, un spread de 134 pb y una calificación C. La estructura de tramos fue: Equity."
Resumen,,"En 2020, el emisor Banco Alfa tuvo una mora media promedio de 1.56% y un spread promedio de 124.25 pb en sus titulizaciones."
Resumen,,"En 2021, el emisor Banco Alfa tuvo una mora media promedio de 1.33% y un spread promedio de 136.67 pb en sus titulizaciones."
Resumen,,"En 2022, el emisor Banco Alfa tuvo una mora media promedio de 2.16% y un spread promedio de 109.00 pb en sus titulizaciones."
Resumen,,"En 2023, el emisor Banco Alfa tuvo una mora media promedio de 0.83% y un spread promedio de 103.50 pb en sus titulizaciones."
Resumen,,"En 2024, el emisor Banco Alfa tuvo una mora media promedio de 2.34% y un spread promedio de 111.00 pb en sus titulizaciones."
Resumen,,"En 2020, el emisor Banco Beta tuvo una mora media promedio de 3.35% y un spread promedio de 109.00 pb en sus titulizaciones."
Resumen,,"En 2021, el emisor Banco Beta tuvo una mora media promedio de 1.45% y un spread promedio de 162.25 pb en sus titulizaciones."
Resumen,,"En 2022, el emisor Banco Beta tuvo una mora media promedio de 1.41% y un spread promedio de 83.50 pb en sus titulizaciones."
Resumen,,"En 2024, el emisor Banco Beta tuvo una mora media promedio de 1.35% y un spread promedio de 114.67 pb en sus titulizaciones."
Resumen,,"En 2020, el emisor Banco Delta tuvo una mora media promedio de 2.13% y un spread promedio de 83.00 pb en sus titulizaciones."
Resumen,,"En 2021, el emisor Banco Delta tuvo una mora media promedio de 1.99% y un spread promedio de 118.00 pb en sus titulizaciones."
Resumen,,"En 2022, el emisor Banco Delta tuvo una mora media promedio de 2.62% y un spread promedio de 164.75 pb en sus titulizaciones."
Resumen,,"En 2023, el emisor Banco Delta tuvo una mora media promedio de 1.59% y un spread promedio de 138.00 pb en sus titulizaciones."
Resumen,,"En 2024, el emisor Banco Delta tuvo una mora media promedio de 1.55% y un spread promedio de 173.00 pb en sus titulizaciones."
Resumen,,"En 2020, el emisor Banco Epsilon tuvo una mora media promedio de 1.27% y un spread promedio de 103.00 pb en sus titulizaciones."
Resumen,,"En 2021, el emisor Banco Epsilon tuvo una mora media promedio de 0.99% y un spread promedio de 82.00 pb en sus titulizaciones."
Resumen,,"En 2022, el emisor Banco Epsilon tuvo una mora media promedio de 1.35% y un spread promedio de 130.00 pb en sus titulizaciones."
Resumen,,"En 2023, el emisor Banco Epsilon tuvo una mora media promedio de 3.15% y un spread promedio de 58.00 pb en sus titulizaciones."
Resumen,,"En 2020, el emisor Banco Zeta tuvo una mora media promedio de 1.35% y un spread promedio de 108.33 pb en sus titulizaciones."
Resumen,,"En 2021, el emisor Banco Zeta tuvo una mora media promedio de 1.27% y un spread promedio de 134.00 pb en sus titulizaciones."
Resumen,,"En 2022, el emisor Banco Zeta tuvo una mora media promedio de 3.23% y un spread promedio de 118.00 pb en sus titulizaciones."
Resumen,,"En 2023, el emisor Banco Zeta tuvo una mora media promedio de 2.09% y un spread promedio de 134.25 pb en sus titulizaciones."
Resumen,,"En 2024, el emisor Banco Zeta tuvo una mora media promedio de 3.13% y un spread promedio de 65.00 pb en sus titulizaciones."
Resumen,,"En 2020, el emisor Cooperativa Lambda tuvo una mora media promedio de 1.98% y un spread promedio de 110.00 pb en sus titulizaciones."
Resumen,,"En 2021, el emisor Cooperativa Lambda tuvo una mora media promedio de 2.21% y un spread promedio de 155.00 pb en sus titulizaciones."
Resumen,,"En 2022, el emisor Cooperativa Lambda tuvo una mora media promedio de 1.86% y un spread promedio de 115.00 pb en sus titulizaciones."
Resumen,,"En 2023, el emisor Cooperativa Lambda tuvo una mora media promedio de 2.36% y un spread promedio de 141.33 pb en sus titulizaciones."
Resumen,,"En 2024, el emisor Cooperativa Lambda tuvo una mora media promedio de 1.02% y un spread promedio de 130.00 pb en sus titulizaciones."
Resumen,,"En 2020, el emisor Entidad Gamma tuvo una mora media promedio de 2.62% y un spread promedio de 54.00 pb en sus titulizaciones."
Resumen,,"En 2021, el emisor Entidad Gamma tuvo una mora media promedio de 1.86% y un spread promedio de 151.00 pb en sus titulizaciones."
Resumen,,"En 2022, el emisor Entidad Gamma tuvo una mora media promedio de 1.69% y un spread promedio de 152.50 pb en sus titulizaciones."
Resumen,,"En 2024, el emisor Entidad Gamma tuvo una mora media promedio de 1.84% y un spread promedio de 162.33 pb en sus titulizaciones."
Resumen,,"En 2020, el emisor Financiera Omega tuvo una mora media promedio de 0.88% y un spread promedio de 145.00 pb en sus titulizaciones."
Resumen,,"En 2021, el emisor Financiera Omega tuvo una mora media promedio de 2.11% y un spread promedio de 114.00 pb en sus titulizaciones."
Resumen,,"En 2022, el emisor Financiera Omega tuvo una mora media promedio de 2.62% y un spread promedio de 121.67 pb en sus titulizaciones."
Resumen,,"En 2023, el emisor Financiera Omega tuvo una mora media promedio de 2.59% y un spread promedio de 192.00 pb en sus titulizaciones."
Resumen,,"En 2024, el emisor Financiera Omega tuvo una mora media promedio de 1.85% y un spread promedio de 69.00 pb en sus titulizaciones."
Activos,,Las titulizaciones respaldadas por Créditos agrícolas presentan una mora media promedio de 1.71% y un spread promedio de 127.94 pb.
Activos,,Las titulizaciones respaldadas por Factoring presentan una mora media promedio de 1.98% y un spread promedio de 130.86 pb.
Activos,,Las titulizaciones respaldadas por Hipotecas comerciales presentan una mora media promedio de 1.65% y un spread promedio de 135.13 pb.
Activos,,Las titulizaciones respaldadas por Hipotecas residenciales presentan una mora media promedio de 2.15% y un spread promedio de 134.00 pb.
Activos,,Las titulizaciones respaldadas por Leasing vehículos presentan una mora media promedio de 1.86% y un spread promedio de 115.14 pb.
Activos,,Las titulizaciones respaldadas por Préstamos personales presentan una mora media promedio de 1.87% y un spread promedio de 113.62 pb.
Activos,,Las titulizaciones respaldadas por Préstamos sindicados presentan una mora media promedio de 2.15% y un spread promedio de 127.08 pb.
Activos,,Las titulizaciones respaldadas por Tarjetas de crédito presentan una mora media promedio de 2.02% y un spread promedio de 120.80 pb.
